sku,location,period,qty,flag,observed
SKU_0016,MSK,2024-09,128.0,,True
SKU_0016,MSK,2024-10,93.0,,True
SKU_0016,MSK,2024-11,95.0,,True
SKU_0016,MSK,2024-12,105.0,,True
SKU_0016,MSK,2025-01,141.0,,True
SKU_0016,MSK,2025-02,147.0,,True
SKU_0016,MSK,2025-03,159.0,,True
SKU_0016,MSK,2025-04,159.0,,True
SKU_0016,MSK,2025-05,163.0,,True
SKU_0016,MSK,2025-06,150.0,,True
SKU_0016,MSK,2025-07,137.0,,True
SKU_0016,MSK,2025-08,108.0,,True
SKU_0016,MSK,2025-09,110.0,,True
SKU_0016,MSK,2025-10,85.0,,True
SKU_0016,MSK,2025-11,99.0,,True
SKU_0016,MSK,2025-12,137.0,,True
SKU_0017,EKB,2023-01,24.0,,True
SKU_0017,EKB,2023-02,25.0,,True
SKU_0017,EKB,2023-03,29.0,,True
SKU_0017,EKB,2023-04,27.0,,True
SKU_0017,EKB,2023-05,37.0,,True
SKU_0017,EKB,2023-06,33.0,,True
SKU_0017,EKB,2023-07,38.0,,True
SKU_0017,EKB,2023-08,43.0,,True
SKU_0017,EKB,2023-09,41.0,,True
SKU_0017,EKB,2023-10,32.0,,True
SKU_0017,EKB,2023-11,32.0,,True
SKU_0017,EKB,2023-12,26.0,,True
SKU_0017,EKB,2024-01,25.0,,True
SKU_0017,EKB,2024-02,23.0,,True
SKU_0017,EKB,2024-03,25.0,,True
SKU_0017,EKB,2024-04,36.0,,True
SKU_0017,EKB,2024-05,37.0,,True
SKU_0017,EKB,2024-06,38.0,,True
SKU_0017,EKB,2024-07,45.0,,True
SKU_0017,EKB,2024-08,41.0,,True
SKU_0017,EKB,2024-09,37.0,,True
SKU_0017,EKB,2024-10,24.0,,True
SKU_0017,EKB,2024-11,26.0,,True
SKU_0017,EKB,2024-12,20.0,,True
SKU_0017,EKB,2025-01,22.0,,True
SKU_0017,EKB,2025-02,27.0,,True
SKU_0017,EKB,2025-03,29.0,,True
SKU_0017,EKB,2025-04,29.0,,True
SKU_0017,EKB,2025-05,36.0,,True
SKU_0017,EKB,2025-06,43.0,,True
SKU_0017,EKB,2025-07,27.0,,True
SKU_0017,EKB,2025-08,40.0,,True
SKU_0017,EKB,2025-09,31.0,,True
SKU_0017,EKB,2025-10,35.0,,True
SKU_0017,EKB,2025-11,34.0,,True
SKU_0017,EKB,2025-12,29.0,,True
SKU_0017,MSK,2023-01,93.0,,True
SKU_0017,MSK,2023-02,98.0,,True
SKU_0017,MSK,2023-03,111.0,,True
SKU_0017,MSK,2023-04,103.0,,True
SKU_0017,MSK,2023-05,142.0,,True
SKU_0017,MSK,2023-06,128.0,,True
SKU_0017,MSK,2023-07,146.0,,True
SKU_0017,MSK,2023-08,166.0,,True
SKU_0017,MSK,2023-09,157.0,,True
SKU_0017,MSK,2023-10,124.0,,True
SKU_0017,MSK,2023-11,122.0,,True
SKU_0017,MSK,2023-12,101.0,,True
SKU_0017,MSK,2024-01,96.0,,True
SKU_0017,MSK,2024-02,87.0,,True
SKU_0017,MSK,2024-03,98.0,,True
SKU_0017,MSK,2024-04,141.0,,True
SKU_0017,MSK,2024-05,144.0,,True
SKU_0017,MSK,2024-06,148.0,,True
SKU_0017,MSK,2024-07,172.0,,True
SKU_0017,MSK,2024-08,157.0,,True
SKU_0017,MSK,2024-09,141.0,,True
SKU_0017,MSK,2024-10,94.0,,True
SKU_0017,MSK,2024-11,100.0,,True
SKU_0017,MSK,2024-12,77.0,,True
SKU_0017,MSK,2025-01,84.0,,True
SKU_0017,MSK,2025-02,104.0,,True
SKU_0017,MSK,2025-03,110.0,,True
SKU_0017,MSK,2025-04,113.0,,True
SKU_0017,MSK,2025-05,138.0,,True
SKU_0017,MSK,2025-06,164.0,,True
SKU_0017,MSK,2025-07,105.0,,True
SKU_0017,MSK,2025-08,156.0,,True
SKU_0017,MSK,2025-09,121.0,,True
SKU_0017,MSK,2025-10,135.0,,True
SKU_0017,MSK,2025-11,130.0,,True
SKU_0017,MSK,2025-12,113.0,,True
SKU_0018,MSK,2023-01,189000.0,,True
SKU_0018,MSK,2023-02,161000.0,,True
SKU_0018,MSK,2023-03,193000.0,,True
SKU_0018,MSK,2023-04,217000.0,,True
SKU_0018,MSK,2023-05,256000.0,,True
SKU_0018,MSK,2023-06,269000.0,,True
SKU_0018,MSK,2023-07,358000.0,,True
SKU_0018,MSK,2023-08,289000.0,,True
SKU_0018,MSK,2023-09,287000.0,,True
SKU_0018,MSK,2023-10,310000.0,,True
SKU_0018,MSK,2023-11,309000.0,,True
SKU_0018,MSK,2023-12,280000.0,,True
SKU_0018,MSK,2024-01,246000.0,,True
SKU_0018,MSK,2024-02,258000.0,,True
SKU_0018,MSK,2024-03,196000.0,,True
SKU_0018,MSK,2024-04,292000.0,,True
SKU_0018,MSK,2024-05,258000.0,,True
SKU_0018,MSK,2024-06,333000.0,,True
SKU_0018,MSK,2024-07,400250.0,,True
SKU_0018,MSK,2024-08,339255.0,,True
SKU_0018,MSK,2024-09,363492.0,,True
SKU_0018,MSK,2024-10,271040.0,,True
SKU_0018,MSK,2024-11,285040.0,,True
SKU_0018,MSK,2024-12,261844.0,,True
SKU_0018,MSK,2025-01,230350.0,,True
SKU_0018,MSK,2025-02,198363.0,,True
SKU_0018,MSK,2025-03,254370.0,,True
SKU_0018,MSK,2025-04,318733.0,,True
SKU_0018,MSK,2025-05,327282.0,,True
SKU_0018,MSK,2025-06,352647.0,,True
SKU_0018,MSK,2025-07,393076.0,,True
SKU_0018,MSK,2025-08,335326.0,,True
SKU_0018,MSK,2025-09,406748.0,,True
SKU_0018,MSK,2025-10,388333.0,,True
SKU_0018,MSK,2025-11,363211.0,,True
SKU_0018,MSK,2025-12,277243.0,,True
SKU_0019,MSK,2023-01,108.0,,True
SKU_0019,MSK,2023-02,89.0,,True
SKU_0019,MSK,2023-03,96.0,,True
SKU_0019,MSK,2023-04,89.0,,True
SKU_0019,MSK,2023-05,103.0,,True
SKU_0019,MSK,2023-06,123.0,,True
SKU_0019,MSK,2023-07,125.0,,True
SKU_0019,MSK,2023-08,158.0,,True
SKU_0019,MSK,2023-09,152.0,,True
SKU_0019,MSK,2023-10,158.0,,True
SKU_0019,MSK,2023-11,142.0,,True
SKU_0019,MSK,2023-12,118.0,,True
SKU_0019,MSK,2024-01,106.0,,True
SKU_0019,MSK,2024-02,104.0,,True
SKU_0019,MSK,2024-03,77.0,,True
SKU_0019,MSK,2024-04,85.0,,True
SKU_0019,MSK,2024-05,113.0,,True
SKU_0019,MSK,2024-06,127.0,,True
SKU_0019,MSK,2024-07,138.0,,True
SKU_0019,MSK,2024-08,132.0,,True
SKU_0019,MSK,2024-09,156.0,,True
SKU_0019,MSK,2024-10,135.0,,True
SKU_0019,MSK,2024-11,132.0,,True
SKU_0019,MSK,2024-12,132.0,,True
SKU_0019,MSK,2025-01,95.0,,True
SKU_0019,MSK,2025-02,104.0,,True
SKU_0019,MSK,2025-03,100.0,,True
SKU_0019,MSK,2025-04,99.0,,True
SKU_0019,MSK,2025-05,104.0,,True
SKU_0019,MSK,2025-06,130.0,,True
SKU_0019,MSK,2025-07,144.0,,True
SKU_0019,MSK,2025-08,149.0,,True
SKU_0019,MSK,2025-09,153.0,,True
SKU_0019,MSK,2025-10,155.0,,True
SKU_0019,MSK,2025-11,127.0,,True
SKU_0019,MSK,2025-12,124.0,,True
SKU_0020,MSK,2023-01,2488.0,,True
SKU_0020,MSK,2023-02,2464.0,,True
SKU_0020,MSK,2023-03,2902.0,,True
SKU_0020,MSK,2023-04,3606.0,,True
SKU_0020,MSK,2023-05,3396.0,,True
SKU_0020,MSK,2023-06,3607.335568843712,promo,False
SKU_0020,MSK,2023-07,2491.0,,True
SKU_0020,MSK,2023-08,4649.0,,True
SKU_0020,MSK,2023-09,2434.0,,True
SKU_0020,MSK,2023-10,2406.0,,True
SKU_0020,MSK,2023-11,2430.0,,True
SKU_0020,MSK,2023-12,2287.0,,True
SKU_0020,MSK,2024-01,2372.0,,True
SKU_0020,MSK,2024-02,2226.0,,True
SKU_0020,MSK,2024-03,3062.0,,True
SKU_0020,MSK,2024-04,3250.0,,True
SKU_0020,MSK,2024-05,4333.0,,True
SKU_0020,MSK,2024-06,3040.0,,True
SKU_0020,MSK,2024-07,3671.0,,True
SKU_0020,MSK,2024-08,3562.0,,True
SKU_0020,MSK,2024-09,3272.0,,True
SKU_0020,MSK,2024-10,3174.0,,True
SKU_0020,MSK,2024-11,3440.0,,True
SKU_0020,MSK,2024-12,2540.0,,True
SKU_0020,MSK,2025-01,3170.0,,True
SKU_0020,MSK,2025-02,2746.0,,True
SKU_0020,MSK,2025-03,2786.0,,True
SKU_0020,MSK,2025-04,3554.0,,True
SKU_0020,MSK,2025-05,3634.0,,True
SKU_0020,MSK,2025-06,4520.0,,True
SKU_0020,MSK,2025-07,2801.0,,True
SKU_0020,MSK,2025-08,2956.0,,True
SKU_0020,MSK,2025-09,3379.0,,True
SKU_0020,MSK,2025-10,3516.0,,True
SKU_0020,MSK,2025-11,2224.0,,True
SKU_0020,MSK,2025-12,2279.0,,True
SKU_0021,MSK,2023-01,519.0,,True
SKU_0021,MSK,2023-02,490.0,,True
SKU_0021,MSK,2023-03,459.0,,True
SKU_0021,MSK,2023-04,549.0,,True
SKU_0021,MSK,2023-05,628.0,,True
SKU_0021,MSK,2023-06,652.0,,True
SKU_0021,MSK,2023-07,659.0,,True
SKU_0021,MSK,2023-08,778.0,,True
SKU_0021,MSK,2023-09,653.0,,True
SKU_0021,MSK,2023-10,604.0,,True
SKU_0021,MSK,2023-11,739.0,,True
SKU_0021,MSK,2023-12,483.0,,True
SKU_0021,MSK,2024-01,408.0,,True
SKU_0021,MSK,2024-02,424.0,,True
SKU_0021,MSK,2024-03,471.0,,True
SKU_0021,MSK,2024-04,528.0,,True
SKU_0021,MSK,2024-05,533.0,,True
SKU_0021,MSK,2024-06,722.0,,True
SKU_0021,MSK,2024-07,747.0,,True
SKU_0021,MSK,2024-08,676.0,,True
SKU_0021,MSK,2024-09,731.0,,True
SKU_0021,MSK,2024-10,581.0,,True
SKU_0021,MSK,2024-11,589.0,,True
SKU_0021,MSK,2024-12,481.0,,True
SKU_0021,MSK,2025-01,436.0,,True
SKU_0021,MSK,2025-02,427.0,,True
SKU_0021,MSK,2025-03,416.0,,True
SKU_0021,MSK,2025-04,513.0,,True
SKU_0021,MSK,2025-05,560.0,,True
SKU_0021,MSK,2025-06,669.0,,True
SKU_0021,MSK,2025-07,667.3800940616294,stockout,False
SKU_0021,MSK,2025-08,662.0,,True
SKU_0021,MSK,2025-09,748.0,,True
SKU_0021,MSK,2025-10,635.0,,True
SKU_0021,MSK,2025-11,572.0,,True
SKU_0021,MSK,2025-12,473.0,,True
SKU_0022,EKB,2023-01,744.0,,True
SKU_0022,EKB,2023-02,679.0,,True
SKU_0022,EKB,2023-03,586.0,,True
SKU_0022,EKB,2023-04,542.0,,True
SKU_0022,EKB,2023-05,457.0,,True
SKU_0022,EKB,2023-06,561.0,,True
SKU_0022,EKB,2023-07,499.0,,True
SKU_0022,EKB,2023-08,547.0,,True
SKU_0022,EKB,2023-09,573.0,,True
SKU_0022,EKB,2023-10,707.0,,True
SKU_0022,EKB,2023-11,734.0,,True
SKU_0022,EKB,2023-12,797.0,,True
SKU_0022,EKB,2024-01,631.0,,True
SKU_0022,EKB,2024-02,532.0,,True
SKU_0022,EKB,2024-03,708.0,,True
SKU_0022,EKB,2024-04,592.0,,True
SKU_0022,EKB,2024-05,547.0,,True
SKU_0022,EKB,2024-06,440.0,,True
SKU_0022,EKB,2024-07,570.0,,True
SKU_0022,EKB,2024-08,651.0,,True
SKU_0022,EKB,2024-09,667.0,,True
SKU_0022,EKB,2024-10,848.0,,True
SKU_0022,EKB,2024-11,961.0,,True
SKU_0022,EKB,2024-12,845.0,,True
SKU_0022,EKB,2025-01,844.0,,True
SKU_0022,EKB,2025-02,943.0,,True
SKU_0022,EKB,2025-03,817.0,,True
SKU_0022,EKB,2025-04,641.0,,True
SKU_0022,EKB,2025-05,650.0,,True
SKU_0022,EKB,2025-06,533.0,,True
SKU_0022,EKB,2025-07,657.0,,True
SKU_0022,EKB,2025-08,685.0,,True
SKU_0022,EKB,2025-09,733.0,,True
SKU_0022,EKB,2025-10,950.0,,True
SKU_0022,EKB,2025-11,1060.0,,True
SKU_0022,EKB,2025-12,881.0,,True
SKU_0022,MSK,2023-01,1762.0,,True
SKU_0022,MSK,2023-02,1610.0,,True
SKU_0022,MSK,2023-03,1388.0,,True
SKU_0022,MSK,2023-04,1284.0,,True
SKU_0022,MSK,2023-05,1083.0,,True
SKU_0022,MSK,2023-06,1330.0,,True
SKU_0022,MSK,2023-07,1183.0,,True
SKU_0022,MSK,2023-08,1297.0,,True
SKU_0022,MSK,2023-09,1359.0,,True
SKU_0022,MSK,2023-10,1675.0,,True
SKU_0022,MSK,2023-11,1739.0,,True
SKU_0022,MSK,2023-12,1889.0,,True
SKU_0022,MSK,2024-01,1494.0,,True
SKU_0022,MSK,2024-02,1261.0,,True
SKU_0022,MSK,2024-03,1677.0,,True
SKU_0022,MSK,2024-04,1403.0,,True
SKU_0022,MSK,2024-05,1296.0,,True
SKU_0022,MSK,2024-06,1043.0,,True
SKU_0022,MSK,2024-07,1350.0,,True
SKU_0022,MSK,2024-08,1544.0,,True
SKU_0022,MSK,2024-09,1581.0,,True
SKU_0022,MSK,2024-10,2009.0,,True
SKU_0022,MSK,2024-11,2277.0,,True
SKU_0022,MSK,2024-12,2003.0,,True
SKU_0022,MSK,2025-01,2001.0,,True
SKU_0022,MSK,2025-02,2235.0,,True
SKU_0022,MSK,2025-03,1936.0,,True
SKU_0022,MSK,2025-04,1520.0,,True
SKU_0022,MSK,2025-05,1541.0,,True
SKU_0022,MSK,2025-06,1262.0,,True
SKU_0022,MSK,2025-07,1556.0,,True
SKU_0022,MSK,2025-08,1624.0,,True
SKU_0022,MSK,2025-09,1737.0,,True
SKU_0022,MSK,2025-10,2251.0,,True
SKU_0022,MSK,2025-11,2513.0,,True
SKU_0022,MSK,2025-12,2089.0,,True
SKU_0023,MSK,2023-01,1536.0,,True
SKU_0023,MSK,2023-02,1837.0,,True
SKU_0023,MSK,2023-03,1517.0,,True
SKU_0023,MSK,2023-04,1452.0,,True
SKU_0023,MSK,2023-05,1148.0,,True
SKU_0023,MSK,2023-06,917.0,,True
SKU_0023,MSK,2023-07,958.0,,True
SKU_0023,MSK,2023-08,1363.0,,True
SKU_0023,MSK,2023-09,1519.0,,True
SKU_0023,MSK,2023-10,1603.0,,True
SKU_0023,MSK,2023-11,1886.0,,True
SKU_0023,MSK,2023-12,1800.0,,True
SKU_0023,MSK,2024-01,1653.0,,True
SKU_0023,MSK,2024-02,1663.0,,True
SKU_0023,MSK,2024-03,1442.0,,True
SKU_0023,MSK,2024-04,1252.0,,True
SKU_0023,MSK,2024-05,1159.0,,True
SKU_0023,MSK,2024-06,1108.0,,True
SKU_0023,MSK,2024-07,1057.0,,True
SKU_0023,MSK,2024-08,1252.0,,True
SKU_0023,MSK,2024-09,1572.0,,True
SKU_0023,MSK,2024-10,1504.0,,True
SKU_0023,MSK,2024-11,1962.0,,True
SKU_0023,MSK,2024-12,1893.0,,True
SKU_0023,MSK,2025-01,1902.0,,True
SKU_0023,MSK,2025-02,1778.0,,True
SKU_0023,MSK,2025-03,1381.0,,True
SKU_0023,MSK,2025-04,1365.0,,True
SKU_0023,MSK,2025-05,1057.0,,True
SKU_0023,MSK,2025-06,1146.0,,True
SKU_0023,MSK,2025-07,1398.0,,True
SKU_0023,MSK,2025-08,1318.0,,True
SKU_0023,MSK,2025-09,1561.0,,True
SKU_0023,MSK,2025-10,1511.4291267319863,promo,False
SKU_0023,MSK,2025-11,1896.0,,True
SKU_0023,MSK,2025-12,1739.0,,True
SKU_0024,MSK,2023-01,0.0,,True
SKU_0024,MSK,2023-02,0.0,,True
SKU_0024,MSK,2023-03,0.0,,True
SKU_0024,MSK,2023-04,0.0,,True
SKU_0024,MSK,2023-05,0.0,,True
SKU_0024,MSK,2023-06,0.0,,True
SKU_0024,MSK,2023-07,0.0,,True
SKU_0024,MSK,2023-08,9.0,,True
SKU_0024,MSK,2023-09,0.0,,True
SKU_0024,MSK,2023-10,0.0,,True
SKU_0024,MSK,2023-11,0.0,,True
SKU_0024,MSK,2023-12,0.0,,True
SKU_0024,MSK,2024-01,0.0,,True
SKU_0024,MSK,2024-02,0.0,,True
SKU_0024,MSK,2024-03,0.0,,True
SKU_0024,MSK,2024-04,0.0,,True
SKU_0024,MSK,2024-05,0.0,,True
SKU_0024,MSK,2024-06,10.0,,True
SKU_0024,MSK,2024-07,0.0,,True
SKU_0024,MSK,2024-08,10.0,,True
SKU_0024,MSK,2024-09,0.0,,True
SKU_0024,MSK,2024-10,6.0,,True
SKU_0024,MSK,2024-11,0.0,,True
SKU_0024,MSK,2024-12,0.0,,True
SKU_0024,MSK,2025-01,5.0,,True
SKU_0024,MSK,2025-02,8.0,,True
SKU_0024,MSK,2025-03,0.0,,True
SKU_0024,MSK,2025-04,0.0,,True
SKU_0024,MSK,2025-05,0.0,,True
SKU_0024,MSK,2025-06,0.0,,True
SKU_0024,MSK,2025-07,8.0,,True
SKU_0024,MSK,2025-08,0.0,,True
SKU_0024,MSK,2025-09,0.0,,True
SKU_0024,MSK,2025-10,5.0,,True
SKU_0024,MSK,2025-11,7.0,,True
SKU_0024,MSK,2025-12,0.0,,True
SKU_0025,MSK,2023-01,3907.0,,True
SKU_0025,MSK,2023-02,4153.0,,True
SKU_0025,MSK,2023-03,3971.0,,True
SKU_0025,MSK,2023-04,3684.0,,True
SKU_0025,MSK,2023-05,3276.0,,True
SKU_0025,MSK,2023-06,2995.0,,True
SKU_0025,MSK,2023-07,1777.0,,True
SKU_0025,MSK,2023-08,2155.0,,True
SKU_0025,MSK,2023-09,2040.0,,True
SKU_0025,MSK,2023-10,2764.0,,True
SKU_0025,MSK,2023-11,2079.0,,True
SKU_0025,MSK,2023-12,2685.0,,True
SKU_0025,MSK,2024-01,2873.0,,True
SKU_0025,MSK,2024-02,3620.0,,True
SKU_0025,MSK,2024-03,4455.0,,True
SKU_0025,MSK,2024-04,3243.0,,True
SKU_0025,MSK,2024-05,3889.0,,True
SKU_0025,MSK,2024-06,3855.0,,True
SKU_0025,MSK,2024-07,3523.0,,True
SKU_0025,MSK,2024-08,2080.0,,True
SKU_0025,MSK,2024-09,1750.0,,True
SKU_0025,MSK,2024-10,2045.0,,True
SKU_0025,MSK,2024-11,1982.0,,True
SKU_0025,MSK,2024-12,3801.0,,True
SKU_0025,MSK,2025-01,4501.0,,True
SKU_0025,MSK,2025-02,4406.0,,True
SKU_0025,MSK,2025-03,3325.0,,True
SKU_0025,MSK,2025-04,4537.0,,True
SKU_0025,MSK,2025-05,2606.0,,True
SKU_0025,MSK,2025-06,2730.0,,True
SKU_0025,MSK,2025-07,2649.0,,True
SKU_0025,MSK,2025-08,2094.0,,True
SKU_0025,MSK,2025-09,2597.0,,True
SKU_0025,MSK,2025-10,1978.0,,True
SKU_0025,MSK,2025-11,2151.0,,True
SKU_0025,MSK,2025-12,3549.0,,True
SKU_0026,MSK,2025-08,970.0,,True
SKU_0026,MSK,2025-09,814.0,,True
SKU_0026,MSK,2025-10,822.0,,True
SKU_0026,MSK,2025-11,807.0,,True
SKU_0026,MSK,2025-12,654.0,,True
SKU_0027,EKB,2023-01,381.0,,True
SKU_0027,EKB,2023-02,376.0,,True
SKU_0027,EKB,2023-03,278.0,,True
SKU_0027,EKB,2023-04,597.0,,True
SKU_0027,EKB,2023-05,433.0,,True
SKU_0027,EKB,2023-06,743.0,,True
SKU_0027,EKB,2023-07,552.0,,True
SKU_0027,EKB,2023-08,576.0,,True
SKU_0027,EKB,2023-09,605.0,,True
SKU_0027,EKB,2023-10,496.0,,True
SKU_0027,EKB,2023-11,379.0,,True
SKU_0027,EKB,2023-12,380.0,,True
SKU_0027,EKB,2024-01,419.0,,True
SKU_0027,EKB,2024-02,365.0,,True
SKU_0027,EKB,2024-03,462.0,,True
SKU_0027,EKB,2024-04,493.0,,True
SKU_0027,EKB,2024-05,489.0,,True
SKU_0027,EKB,2024-06,567.0,,True
SKU_0027,EKB,2024-07,547.0,,True
SKU_0027,EKB,2024-08,693.0,,True
SKU_0027,EKB,2024-09,457.0,,True
SKU_0027,EKB,2024-10,656.0,,True
SKU_0027,EKB,2024-11,450.0,,True
SKU_0027,EKB,2024-12,403.0,,True
SKU_0027,EKB,2025-01,372.0,,True
SKU_0027,EKB,2025-02,384.0,,True
SKU_0027,EKB,2025-03,487.0,,True
SKU_0027,EKB,2025-04,502.0,,True
SKU_0027,EKB,2025-05,511.0,,True
SKU_0027,EKB,2025-06,707.0,,True
SKU_0027,EKB,2025-07,812.0,,True
SKU_0027,EKB,2025-08,671.0,,True
SKU_0027,EKB,2025-09,765.0,,True
SKU_0027,EKB,2025-10,524.0,,True
SKU_0027,EKB,2025-11,511.0,,True
SKU_0027,EKB,2025-12,369.0,,True
SKU_0027,MSK,2023-01,1095.0,,True
SKU_0027,MSK,2023-02,1081.0,,True
SKU_0027,MSK,2023-03,798.0,,True
SKU_0027,MSK,2023-04,1716.0,,True
SKU_0027,MSK,2023-05,1243.0,,True
SKU_0027,MSK,2023-06,2136.0,,True
SKU_0027,MSK,2023-07,1585.0,,True
SKU_0027,MSK,2023-08,1654.0,,True
SKU_0027,MSK,2023-09,1739.0,,True
SKU_0027,MSK,2023-10,1425.0,,True
SKU_0027,MSK,2023-11,1090.0,,True
SKU_0027,MSK,2023-12,1091.0,,True
SKU_0027,MSK,2024-01,1203.0,,True
SKU_0027,MSK,2024-02,1048.0,,True
SKU_0027,MSK,2024-03,1327.0,,True
SKU_0027,MSK,2024-04,1416.0,,True
SKU_0027,MSK,2024-05,1405.0,,True
SKU_0027,MSK,2024-06,1630.0,,True
SKU_0027,MSK,2024-07,1571.0,,True
SKU_0027,MSK,2024-08,1990.0,,True
SKU_0027,MSK,2024-09,1313.0,,True
SKU_0027,MSK,2024-10,1885.0,,True
SKU_0027,MSK,2024-11,1294.0,,True
SKU_0027,MSK,2024-12,1159.0,,True
SKU_0027,MSK,2025-01,1070.0,,True
SKU_0027,MSK,2025-02,1102.0,,True
SKU_0027,MSK,2025-03,1401.0,,True
SKU_0027,MSK,2025-04,1443.0,,True
SKU_0027,MSK,2025-05,1468.0,,True
SKU_0027,MSK,2025-06,2030.0,,True
SKU_0027,MSK,2025-07,2333.0,,True
SKU_0027,MSK,2025-08,1927.0,,True
SKU_0027,MSK,2025-09,2199.0,,True
SKU_0027,MSK,2025-10,1505.0,,True
SKU_0027,MSK,2025-11,1467.0,,True
SKU_0027,MSK,2025-12,1061.0,,True
SKU_0028,MSK,2023-01,129.0,,True
SKU_0028,MSK,2023-02,101.0,,True
SKU_0028,MSK,2023-03,79.0,,True
SKU_0028,MSK,2023-04,90.0,,True
SKU_0028,MSK,2023-05,107.0,,True
SKU_0028,MSK,2023-06,140.0,,True
SKU_0028,MSK,2023-07,128.0,,True
SKU_0028,MSK,2023-08,139.0,,True
SKU_0028,MSK,2023-09,185.0,,True
SKU_0028,MSK,2023-10,131.0,,True
SKU_0028,MSK,2023-11,172.0,,True
SKU_0028,MSK,2023-12,104.28749508071641,promo,False
SKU_0028,MSK,2024-01,144.0,,True
SKU_0028,MSK,2024-02,79.0,,True
SKU_0028,MSK,2024-03,81.0,,True
SKU_0028,MSK,2024-04,121.0,,True
SKU_0028,MSK,2024-05,93.0,,True
SKU_0028,MSK,2024-06,125.0,,True
SKU_0028,MSK,2024-07,142.0,,True
SKU_0028,MSK,2024-08,169.0,,True
SKU_0028,MSK,2024-09,224.0,,True
SKU_0028,MSK,2024-10,171.0,,True
SKU_0028,MSK,2024-11,176.0,,True
SKU_0028,MSK,2024-12,115.0,,True
SKU_0028,MSK,2025-01,107.0,,True
SKU_0028,MSK,2025-02,133.0,,True
SKU_0028,MSK,2025-03,96.0,,True
SKU_0028,MSK,2025-04,112.0,,True
SKU_0028,MSK,2025-05,117.0,,True
SKU_0028,MSK,2025-06,142.0,,True
SKU_0028,MSK,2025-07,175.0,,True
SKU_0028,MSK,2025-08,195.0,,True
SKU_0028,MSK,2025-09,180.0,,True
SKU_0028,MSK,2025-10,228.0,,True
SKU_0028,MSK,2025-11,204.0,,True
SKU_0028,MSK,2025-12,154.0,,True
SKU_0029,MSK,2025-08,466.0,,True
SKU_0029,MSK,2025-09,521.0,,True
SKU_0029,MSK,2025-10,634.0,,True
SKU_0029,MSK,2025-11,706.0,,True
SKU_0029,MSK,2025-12,770.0,,True
SKU_0030,MSK,2023-01,606.0,,True
SKU_0030,MSK,2023-02,325.0,,True
SKU_0030,MSK,2023-03,423.0,,True
SKU_0030,MSK,2023-04,571.0,,True
SKU_0030,MSK,2023-05,770.0,,True
SKU_0030,MSK,2023-06,707.0,,True
SKU_0030,MSK,2023-07,601.0,,True
SKU_0030,MSK,2023-08,707.0,,True
SKU_0030,MSK,2023-09,814.0,,True
SKU_0030,MSK,2023-10,587.0,,True
SKU_0030,MSK,2023-11,545.0,,True
SKU_0030,MSK,2023-12,454.0,,True
SKU_0030,MSK,2024-01,472.0,,True
SKU_0030,MSK,2024-02,458.0,,True
SKU_0030,MSK,2024-03,361.0,,True
SKU_0030,MSK,2024-04,578.0,,True
SKU_0030,MSK,2024-05,714.0,,True
SKU_0030,MSK,2024-06,593.0,,True
SKU_0030,MSK,2024-07,823.0,,True
SKU_0030,MSK,2024-08,734.0,,True
SKU_0030,MSK,2024-09,817.0,,True
SKU_0030,MSK,2024-10,626.0,,True
SKU_0030,MSK,2024-11,736.0,,True
SKU_0030,MSK,2024-12,621.0,,True
SKU_0030,MSK,2025-01,507.0,,True
SKU_0030,MSK,2025-02,575.0,,True
SKU_0030,MSK,2025-03,531.0,,True
SKU_0030,MSK,2025-04,655.0,,True
SKU_0030,MSK,2025-05,687.0,,True
SKU_0030,MSK,2025-06,811.0,,True
SKU_0030,MSK,2025-07,687.0,,True
SKU_0030,MSK,2025-08,874.0,,True
SKU_0030,MSK,2025-09,842.0,,True
SKU_0030,MSK,2025-10,928.0,,True
SKU_0030,MSK,2025-11,712.0,,True
SKU_0030,MSK,2025-12,734.0,,True
SKU_0031,MSK,2023-01,0.0,,True
SKU_0031,MSK,2023-02,0.0,,True
SKU_0031,MSK,2023-03,0.0,,True
SKU_0031,MSK,2023-04,0.0,,True
SKU_0031,MSK,2023-05,0.0,,True
SKU_0031,MSK,2023-06,0.0,,True
SKU_0031,MSK,2023-07,0.0,,True
SKU_0031,MSK,2023-08,0.0,,True
SKU_0031,MSK,2023-09,117.0,,True
SKU_0031,MSK,2023-10,96.0,,True
SKU_0031,MSK,2023-11,106.0,,True
SKU_0031,MSK,2023-12,109.0,,True
SKU_0031,MSK,2024-01,76.0,,True
SKU_0031,MSK,2024-02,0.0,,True
SKU_0031,MSK,2024-03,66.0,,True
SKU_0031,MSK,2024-04,74.0,,True
SKU_0031,MSK,2024-05,0.0,,True
SKU_0031,MSK,2024-06,0.0,,True
SKU_0031,MSK,2024-07,0.0,,True
SKU_0031,MSK,2024-08,0.0,,True
SKU_0031,MSK,2024-09,89.0,,True
SKU_0031,MSK,2024-10,128.0,,True
SKU_0031,MSK,2024-11,83.0,,True
SKU_0031,MSK,2024-12,0.0,,True
SKU_0031,MSK,2025-01,0.0,,True
SKU_0031,MSK,2025-02,0.0,,True
SKU_0031,MSK,2025-03,0.0,,True
SKU_0031,MSK,2025-04,0.0,,True
SKU_0031,MSK,2025-05,71.0,,True
SKU_0031,MSK,2025-06,0.0,,True
SKU_0031,MSK,2025-07,118.0,,True
